,alpha,batch,trainsize,epochs,hl1,hl2/hl1,hl3/hl2,hl4/hl3,trainerror,TrainAUC,ValAUC
118,0.1,50,10000000,50000,40,0.2,0.0,0.3,0.448104581217,0.681548693523,0.678526019443
119,0.1,50,10000000,50000,40,0.2,0.0,0.0,0.431773199342,0.686330167502,0.683544680518
120,0.1,50,10000000,50000,30,0.8,0.7,0.3,0.435878382809,0.681070771833,0.678726542911
121,0.1,50,10000000,50000,30,0.8,0.7,0.0,0.434778434301,0.684665390594,0.682202338011
122,0.1,50,10000000,50000,30,0.8,0.0,0.3,0.437426297118,0.681062841616,0.679016605815
123,0.1,50,10000000,50000,30,0.8,0.0,0.0,0.434336558516,0.685271425165,0.682246193737
124,0.1,50,10000000,50000,30,0.5,0.7,0.3,0.434385739097,0.678814592448,0.675440366916
125,0.1,50,10000000,50000,30,0.5,0.7,0.0,0.43237208169,0.685118430991,0.682523493746
126,0.1,50,10000000,50000,30,0.5,0.0,0.3,0.427647954287,0.682326689668,0.680594568835
127,0.1,50,10000000,50000,30,0.5,0.0,0.0,0.430777295355,0.683398799156,0.680714254119
128,0.1,50,10000000,50000,30,0.2,0.7,0.3,0.438413844028,0.679851167625,0.676927627238
129,0.1,50,10000000,50000,30,0.2,0.7,0.0,0.441157960723,0.682577542437,0.680145979658
130,0.1,50,10000000,50000,30,0.2,0.0,0.3,0.43046568313,0.680333049825,0.67813285752
131,0.1,50,10000000,50000,30,0.2,0.0,0.0,0.427686779571,0.683912599851,0.681153028881
132,0.1,50,10000000,50000,20,0.8,0.7,0.3,0.443495651289,0.682819463579,0.681036977571
133,0.1,50,10000000,50000,20,0.8,0.7,0.0,0.434104301995,0.682074490124,0.679284290581
134,0.1,50,10000000,50000,20,0.8,0.0,0.3,0.446991548347,0.681612006656,0.679366719698
135,0.1,50,10000000,50000,20,0.8,0.0,0.0,0.439680601362,0.685433421833,0.683181521479
136,0.1,50,10000000,50000,20,0.5,0.7,0.3,0.43545136547,0.679472392523,0.677286962908
137,0.1,50,10000000,50000,20,0.5,0.7,0.0,0.438241066499,0.68429888809,0.682193160213
138,0.1,50,10000000,50000,20,0.5,0.0,0.3,0.440541392615,0.681441374663,0.679133181327
139,0.1,50,10000000,50000,20,0.5,0.0,0.0,0.441573219584,0.68415878264,0.681092627213
140,0.1,50,10000000,50000,20,0.2,0.7,0.3,0.498576294323,0.5,0.5
141,0.1,50,10000000,50000,20,0.2,0.7,0.0,0.436145527071,0.684516254318,0.681897298103
142,0.1,50,10000000,50000,20,0.2,0.0,0.3,0.437752949321,0.681840930756,0.678612210834
143,0.1,50,10000000,50000,20,0.2,0.0,0.0,0.43389386554,0.683094970113,0.681500526645
144,1.0,200,10000000,50000,40,0.8,0.7,0.3,0.546999999958,0.5,0.5
145,1.0,200,10000000,50000,40,0.8,0.7,0.0,0.4477,0.5,0.5
146,1.0,200,10000000,50000,40,0.8,0.0,0.3,0.454300000127,0.5,0.5
147,1.0,200,10000000,50000,40,0.8,0.0,0.0,0.4424,0.5,0.5
148,1.0,200,10000000,50000,40,0.5,0.7,0.3,0.450100000005,0.5,0.5
149,1.0,200,10000000,50000,40,0.5,0.7,0.0,0.4539,0.5,0.5
150,1.0,200,10000000,50000,40,0.5,0.0,0.3,0.4517,0.5,0.5
151,1.0,200,10000000,50000,40,0.5,0.0,0.0,0.5542,0.5,0.5
152,1.0,200,10000000,50000,40,0.2,0.7,0.3,0.451408585708,0.500069787758,0.614039447059
153,1.0,200,10000000,50000,40,0.2,0.7,0.0,0.443300005245,0.5,0.5
154,1.0,200,10000000,50000,40,0.2,0.0,0.3,0.450603496454,0.5,0.5
155,1.0,200,10000000,50000,40,0.2,0.0,0.0,0.4616,0.5,0.5
156,1.0,200,10000000,50000,30,0.8,0.7,0.3,0.446400003222,0.5,0.5
157,1.0,200,10000000,50000,30,0.8,0.7,0.0,0.443000000235,0.5,0.5
158,1.0,200,10000000,50000,30,0.8,0.0,0.3,0.444900000593,0.5,0.5
159,1.0,200,10000000,50000,30,0.8,0.0,0.0,0.5551,0.5,0.5
160,1.0,200,10000000,50000,30,0.5,0.7,0.3,0.450356260562,0.500042782246,0.500464785652
161,1.0,200,10000000,50000,30,0.5,0.7,0.0,0.540599999813,0.5,0.5
162,1.0,200,10000000,50000,30,0.5,0.0,0.3,0.455800303029,0.5,0.5
163,1.0,200,10000000,50000,30,0.5,0.0,0.0,0.4559,0.5,0.5
164,1.0,200,10000000,50000,30,0.2,0.7,0.3,0.44940111157,0.61037768573,0.610611913909
165,1.0,200,10000000,50000,30,0.2,0.7,0.0,0.452900000447,0.5,0.5
166,1.0,200,10000000,50000,30,0.2,0.0,0.3,0.444400251419,0.5,0.5
167,1.0,200,10000000,50000,30,0.2,0.0,0.0,0.4567,0.5,0.5
168,1.0,200,10000000,50000,20,0.8,0.7,0.3,0.45280074093,0.5,0.5
169,1.0,200,10000000,50000,20,0.8,0.7,0.0,0.451,0.5,0.5
170,1.0,200,10000000,50000,20,0.8,0.0,0.3,0.448700001514,0.5,0.5
171,1.0,200,10000000,50000,20,0.8,0.0,0.0,0.5387,0.5,0.5
172,1.0,200,10000000,50000,20,0.5,0.7,0.3,0.451502728549,0.5,0.5
173,1.0,200,10000000,50000,20,0.5,0.7,0.0,0.451104581054,0.610018075005,0.610662067381
174,1.0,200,10000000,50000,20,0.5,0.0,0.3,0.449100000007,0.5,0.5
175,1.0,200,10000000,50000,20,0.5,0.0,0.0,0.541699998552,0.5,0.5
176,1.0,200,10000000,50000,20,0.2,0.7,0.3,0.451302916532,0.5,0.5
177,1.0,200,10000000,50000,20,0.2,0.7,0.0,0.45420223899,0.5,0.5
178,1.0,200,10000000,50000,20,0.2,0.0,0.3,0.45080169358,0.609980179452,0.609746207178
179,1.0,200,10000000,50000,20,0.2,0.0,0.0,0.546399995253,0.5,0.5
180,1.0,50,10000000,50000,40,0.8,0.7,0.3,0.426983779424,0.665861981187,0.666067676945
181,1.0,50,10000000,50000,40,0.8,0.7,0.0,0.439286134959,0.667278981145,0.664838173336
182,1.0,50,10000000,50000,40,0.8,0.0,0.3,0.448602132074,0.674833282098,0.672435627111
183,1.0,50,10000000,50000,40,0.8,0.0,0.0,0.550799995878,0.5,0.5
184,1.0,50,10000000,50000,40,0.5,0.7,0.3,0.428022245975,0.664808291273,0.664162261666
185,1.0,50,10000000,50000,40,0.5,0.7,0.0,0.430779440918,0.684183248273,0.681488952673
186,1.0,50,10000000,50000,40,0.5,0.0,0.3,0.442047393183,0.67466164157,0.672668244158
187,1.0,50,10000000,50000,40,0.5,0.0,0.0,0.428615257777,0.674202612376,0.671919587042
188,1.0,50,10000000,50000,40,0.2,0.7,0.3,0.436180875504,0.661437227131,0.66203008964
189,1.0,50,10000000,50000,40,0.2,0.7,0.0,0.426609150133,0.667603143749,0.665910784371
190,1.0,50,10000000,50000,40,0.2,0.0,0.3,0.42825352201,0.664316216041,0.663553686027
191,1.0,50,10000000,50000,40,0.2,0.0,0.0,0.427604398553,0.679602005426,0.676341270889
192,1.0,50,10000000,50000,30,0.8,0.7,0.3,0.42620387736,0.667282103111,0.66663304936
193,1.0,50,10000000,50000,30,0.8,0.7,0.0,0.43379604105,0.679717011475,0.677017536914
194,1.0,50,10000000,50000,30,0.8,0.0,0.3,0.426142588445,0.683946366322,0.682609340557
195,1.0,50,10000000,50000,30,0.8,0.0,0.0,0.43084496175,0.684256608742,0.681024763315
196,1.0,50,10000000,50000,30,0.5,0.7,0.3,0.431006202733,0.666326230802,0.664303276685
197,1.0,50,10000000,50000,30,0.5,0.7,0.0,0.426286157466,0.669325533048,0.667899387577
198,1.0,50,10000000,50000,30,0.5,0.0,0.3,0.425062848268,0.682798333337,0.679668431111
199,1.0,50,10000000,50000,30,0.5,0.0,0.0,0.433810982977,0.684847108335,0.681418257599
200,1.0,50,10000000,50000,30,0.2,0.7,0.3,0.435678906062,0.655205384067,0.659477106214
201,1.0,50,10000000,50000,30,0.2,0.7,0.0,0.432815824906,0.666351549582,0.664965402719
202,1.0,50,10000000,50000,30,0.2,0.0,0.3,0.43961704033,0.660036452159,0.659720388129
203,1.0,50,10000000,50000,30,0.2,0.0,0.0,0.424037687379,0.684906988075,0.682348533947
204,1.0,50,10000000,50000,20,0.8,0.7,0.3,0.416621141942,0.665008470252,0.664758059747
205,1.0,50,10000000,50000,20,0.8,0.7,0.0,0.429959544069,0.671144416624,0.668777039742
206,1.0,50,10000000,50000,20,0.8,0.0,0.3,0.433600700302,0.667864610366,0.667843608411
207,1.0,50,10000000,50000,20,0.8,0.0,0.0,0.431732411036,0.68369752452,0.680917470686
208,1.0,50,10000000,50000,20,0.5,0.7,0.3,0.438540033526,0.665690474568,0.66463001046
209,1.0,50,10000000,50000,20,0.5,0.7,0.0,0.428851528444,0.667068147925,0.665772189964
210,1.0,50,10000000,50000,20,0.5,0.0,0.3,0.423303110073,0.666997130931,0.665985736594
211,1.0,50,10000000,50000,20,0.5,0.0,0.0,0.427263208285,0.684606652751,0.6819336415
212,1.0,50,10000000,50000,20,0.2,0.7,0.3,0.490921662219,0.5,0.5
213,1.0,50,10000000,50000,20,0.2,0.7,0.0,0.412507194181,0.664661535426,0.665325102519
214,1.0,50,10000000,50000,20,0.2,0.0,0.3,0.429365143791,0.660545162605,0.658937395221
215,1.0,50,10000000,50000,20,0.2,0.0,0.0,0.425782586307,0.678960202685,0.675311652908
