,alpha,batch,trainsize,epochs,hl1,hl2/hl1,hl3/hl2,hl4/hl3,trainerror,TrainAUC,ValAUC
79,0.001,2000,10000,100000,40,0.5,0.0,0.5,0.340092015522,0.816011578409,0.608384074547
80,0.001,2000,10000,100000,40,0.7,0.5,0.0,0.338190292933,0.818281996513,0.623019052088
81,0.001,2000,10000,100000,40,0.7,0.5,0.5,0.347880386421,0.799316032692,0.619724053872
82,0.001,2000,10000,100000,40,0.7,0.0,0.0,0.361547872386,0.79651216461,0.621852409859
83,0.001,2000,10000,100000,40,0.7,0.0,0.5,0.330686349087,0.830429129533,0.61764794083
84,0.001,2000,10000,100000,30,0.7,0.5,0.0,0.367166597249,0.781740412355,0.616907389893
85,0.001,2000,10000,100000,30,0.7,0.5,0.5,0.359829643989,0.789618631841,0.61412675528
86,0.001,2000,10000,100000,30,0.7,0.0,0.0,0.376753322423,0.780380309064,0.626032665435
87,0.001,2000,10000,100000,30,0.7,0.0,0.5,0.36396747518,0.787466911004,0.614438958049
88,0.001,2000,10000,100000,30,0.5,0.5,0.0,0.36770193501,0.780488232732,0.619814759014
89,0.001,2000,10000,100000,30,0.5,0.5,0.5,0.368577726558,0.781957111202,0.621498169572
90,0.001,2000,10000,100000,30,0.5,0.0,0.0,0.372949860014,0.780789384519,0.623174937805
91,0.001,2000,10000,100000,30,0.5,0.0,0.5,0.354870342358,0.79372997182,0.624101049869
92,0.001,2000,10000,100000,30,0.7,0.5,0.0,0.372697918806,0.775450180348,0.618731178854
93,0.001,2000,10000,100000,30,0.7,0.5,0.5,0.373300210612,0.77302588164,0.627209300479
94,0.001,2000,10000,100000,30,0.7,0.0,0.0,0.370234037245,0.784201348513,0.614301277634
95,0.001,2000,10000,100000,30,0.7,0.0,0.5,0.348989834262,0.803931899187,0.613197474792
